P_VSA_ppp_hal,P_VSA_v_3,P_VSA_LogP_8,P_VSA_charge_6,MLOGP2,C%,F04[C-Cl],LOGP99,ESOL,BLTA96,nArX,Cl-089,SM1_Dz(p),TPSA_efficiency,Eta_D_epsiD,logBCF
0,81.67781315,0,46.07915094,5.716081504,37.5,0,2.918300055,-3.031224735,-3.620832806,0,0,-1.386294361,0.18490111,0.033055556,0.94
117.4459322,200.652634,117.4459322,145.8746746,29.93731836,54.54545455,8,5.313799895,-5.539529638,-6.701500558,3,3,0.456221592,0,0,4.23
195.7432203,266.9986402,195.7432203,195.7432203,38.83932883,54.54545455,11,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,5.05
0,114.6282581,41.1593214,28.42874242,1.468295743,36.36363636,0,2.466499965,-2.758337704,-2.441732538,0,0,-1.306087057,0.321863004,0,1.35
39.14864406,113.6904034,39.14864406,48.62489154,2.555484406,42.85714286,3,2.456699975,-2.973040277,-2.828588254,1,1,-1.529138505,0.359241628,0.040218254,1.56
195.7432203,266.9986402,195.7432203,205.2194678,38.83932883,54.54545455,11,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,4.7
195.7432203,266.9986402,195.7432203,205.2194678,38.83932883,54.54545455,11,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,5.18
234.8918644,300.1716434,234.8918644,253.8443593,41.8568834,54.54545455,12,7.27399984,-7.253317222,-7.699689591,6,6,0.768347413,0,0,5.77
234.8918644,300.1716434,234.8918644,244.3681118,41.8568834,54.54545455,11,7.27399984,-7.253317222,-7.699689591,6,6,0.768347413,0,0,5.88
234.8918644,300.1716434,234.8918644,234.8918644,41.8568834,54.54545455,16,7.27399984,-7.253317222,-7.699689591,6,6,0.768347413,0,0,5.43
117.4459322,200.652634,117.4459322,155.3509221,29.93731836,54.54545455,6,5.313799895,-5.539529638,-6.701500558,3,3,0.456221592,0,0,4.57
117.4459322,200.652634,117.4459322,145.8746746,29.93731836,54.54545455,4,5.313799895,-5.539529638,-6.701500558,3,3,0.456221592,0,0,4.58
156.5945762,233.8256371,156.5945762,194.4995661,35.86682464,54.54545455,10,5.967199877,-6.151360534,-7.218891771,4,4,0.571431422,0,0,4.2
0,123.2248818,0,81.37996799,19.32781062,40.81632653,0,4.721100003,-5.365818391,-5.626340594,0,0,-1.386294361,0.15747496,0.019277778,3.68
0,103.6753806,0,92.15830189,24.99406143,44.44444444,0,5.08660005,-4.889264158,-6.229406108,0,0,3.55E-15,0,0,3.27
39.14864406,156.397885,39.14864406,101.5761171,23.88604459,40.81632653,1,5.374499984,-5.981217854,-6.117335121,1,1,-1.336920277,0.142322307,0.019465201,3.57
313.1891525,356.0123542,313.1891525,313.1891525,34.95807922,57.14285714,18,8.813199878,-8.363154408,-7.142535769,8,8,0.293862932,0.02961327,0,2.89
234.8918644,295.8217109,234.8918644,234.8918644,20.90227406,54.54545455,9,7.504999802,-7.069069333,-5.801900486,6,6,-0.808170857,0.067239791,0,4
117.4459322,196.3027015,117.4459322,136.3984271,12.77141355,54.54545455,5,5.544799857,-5.34465822,-4.803711454,3,3,-1.037410417,0.091402337,0,2.83
0,158.0525523,0,82.68205441,12.64926789,44.89795918,0,5.268979985,-4.884035876,-4.786580928,0,0,-1.648658626,0.169747611,0,3.04
222.9650184,250.696822,222.9650184,39.14864406,32.97229096,46.66666667,1,5.698420025,-6.929016887,-6.972150378,5,1,1.059420908,0,0,3.98
78.29728812,195.2480933,78.29728812,121.8034747,15.57926075,41.66666667,4,4.32159997,-5.036000686,-5.177057227,2,2,-1.689099009,0.167814542,0,2.82
313.1891525,366.5176496,313.1891525,313.1891525,48.01846598,54.54545455,19,8.580799803,-8.356877096,-8.159535769,8,8,0.932793804,0,0,5.88
195.7432203,262.6487078,195.7432203,195.7432203,18.78643066,54.54545455,6,6.85159982,-6.514841728,-5.564331628,5,5,-0.890562583,0.073737374,0,4.26
0,64.48752056,101.4938282,17.65040852,12.57713432,33.33333333,0,4.766740009,-4.146805104,-4.77642557,0,0,-2.028148247,0.368473432,0.029206349,3.71
0,107.2426554,0,93.6863607,75.0340582,31.89655172,0,12.80860017,-8.435711705,-9.892220166,0,0,-1.223775432,0.072777139,0.020912698,1.48
0,172.5351845,50.74691408,28.42874242,13.84752098,44.44444444,0,6.110479955,-5.428067892,-4.951225736,0,0,-2.174751721,0.279301015,0,0.83
91.90818719,116.9925636,91.90818719,107.1153776,22.61738925,31.25,0,4.897000045,-4.586007667,-5.985774307,0,0,0.613021136,0,0,1.93
0,55.25516145,0,0,30.50890243,33.89830508,0,6.074599989,-6.37690099,-6.753486438,0,0,-0.7073459,0.070388961,0,3.88
0,126.6518889,0,73.28628432,23.05189298,46.34146341,0,5.348079991,-5.001263389,-6.031238692,0,0,-0.470003629,0.090315478,0,3.59
0,92.82018137,0,80.72892478,19.59548506,37.20930233,0,4.549600065,-4.601029142,-5.656678785,0,0,-0.78845736,0.086298097,0.024727669,3.53
156.5945762,233.8256371,156.5945762,175.5470712,35.86682464,54.54545455,10,5.967199877,-6.151360534,-7.218891771,4,4,0.571431422,0,0,4.84
156.5945762,233.8256371,156.5945762,166.0708237,35.86682464,54.54545455,9,5.967199877,-6.151360534,-7.218891771,4,4,0.571431422,0,0,4.26
156.5945762,233.8256371,156.5945762,166.0708237,35.86682464,54.54545455,11,5.967199877,-6.151360534,-7.218891771,4,4,0.571431422,0,0,4.46
156.5945762,233.8256371,156.5945762,156.5945762,35.86682464,54.54545455,9,5.967199877,-6.151360534,-7.218891771,4,4,0.571431422,0,0,4.85
195.7432203,266.9986402,195.7432203,214.6957153,38.83932883,54.54545455,11,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,5.43
0,73.14499975,0,11.359736,6.626263117,28.88888889,0,1.744620006,-2.975080493,-3.804152893,0,0,-1.888114557,0.29322548,0.027200577,2.27
183.8163744,277.6349665,183.8163744,17.65040852,19.92318227,40.42553191,0,5.804700077,-7.014776822,-5.693539209,4,0,-1.412936292,0.093229323,0.036100468,2.26
0,66.9956118,0,55.55539842,17.09630056,42.85714286,0,3.687400028,-3.908601107,-5.364767292,0,0,0,0,0,3.12
156.5945762,220.3866373,156.5945762,175.5470712,16.73712102,46.15384615,10,5.131599993,-5.321599615,-5.321102666,4,4,-0.357114847,0.161604869,0.108513709,3.41
78.29728812,176.6595526,129.0442022,78.29728812,13.82408674,45.16129032,3,5.003699921,-4.869350731,-4.948075677,2,2,-1.976106751,0.237768165,0,3.18
84.02898387,142.3564474,97.65507418,39.14864406,16.97868942,42.85714286,3,5.981199898,-5.463100592,-5.350520528,1,1,-2.536549883,0.177706513,0,3.21
0,34.17052165,0,34.17052165,25.03961439,33.33333333,0,4.537100032,-3.990451858,-6.233959871,0,0,-2.13E-14,0,0,3.29
39.14864406,134.6439441,39.14864406,65.62425685,11.05188171,38.88888889,1,3.124299936,-3.829593357,-4.554437052,1,1,-1.610896848,0.194056777,0,1.81
0,132.9161209,0,75.80997979,16.49169365,47.22222222,0,3.183599971,-4.376072039,-5.290996633,0,0,-0.78845736,0.035330446,0,1.3
0,87.03043357,0,79.42683836,41.43331296,32,0,5.911200061,-5.081394123,-7.666871364,0,0,1.07E-14,0,0,2.85
0,18.07201174,0,0,0.8451271,20,0,-1.049449991,0.155557136,-0.310692054,0,0,-1.223775432,1.018906064,0.266666667,0.24
0,39.80408265,0,0,0.020903693,38.46153846,0,0.663800031,-1.055061333,-1.085418905,0,0,-0.78845736,0.413364496,0.114285714,0.07
117.4459322,211.4185783,117.4459322,117.4459322,16.73712102,48.14814815,4,5.447699882,-5.281628989,-5.321102666,3,3,-1.037410417,0.060809698,0,3.5
0,97.25857383,0,0,2.516002437,42.85714286,0,1.002600059,-2.291851057,-2.816191173,0,0,-0.78845736,0.04165772,0,0.28
0,72.98538602,0,27.20713338,21.51599469,38.46153846,0,5.350300081,-5.297211276,-5.868533679,0,0,-1.223775432,0.123305785,0.020421607,2.17
0,85.75443867,0,55.65754834,31.41020555,34.48275862,0,6.17690004,-5.271795711,-6.834480846,0,0,-1.436726034,0.176954965,0.020277778,0.52
0,72.06467528,0,49.26472589,19.41796252,41.93548387,0,3.608920045,-4.124546661,-5.636581727,0,0,-3.55E-15,0,0,3.33
0,67.51690871,0,37.90498989,4.097380947,45.45454545,0,2.004200116,-2.545779225,-3.254198841,0,0,-0.78845736,0.328909114,0.116666667,0.78
0,60.14520971,0,43.63593286,20.38952897,40,0,5.487600036,-5.216172256,-5.745476605,0,0,-0.78845736,0.078277356,0.022017544,3.07
0,103.4750746,0,37.90498989,4.904176263,53.33333333,0,2.814799979,-3.510752733,-3.444537483,0,0,-1.526056303,0.250571908,0.046969697,0.46
0,66.9956118,0,18.95249495,12.68970074,41.66666667,0,2.920280054,-3.46450481,-4.792260622,0,0,-1.78E-15,0,0,2.82
0,12.6726587,0,7.603595218,0.924894658,27.27272727,0,1.691700034,-1.653766881,-2.191714437,0,0,-1.526056303,0.366851595,0.057575758,0.45
0,72.06467528,0,56.85748484,14.008307,40,0,4.009200051,-3.778947245,-4.972767292,0,0,1.78E-15,0,0,3.91
0,20.27625391,0,10.13812696,19.63777748,35.71428571,0,3.366800025,-3.562486046,-5.661453202,0,0,-1.78E-15,0,0,3.37
0,17.74172217,0,7.603595218,17.04094431,36,0,2.976700023,-3.212345505,-5.358067867,0,0,1.78E-15,0,0,2.91
39.14864406,153.6631064,131.0548795,39.14864406,4.785110103,30.76923077,1,3.667499933,-3.494919713,-3.417489452,1,1,-1.871648319,0.387711224,0,1.55
195.7432203,284.9255631,78.29728812,233.6482102,38.01997746,50,14,6.495499879,-6.618930397,-7.396034176,2,2,0.674728595,0,0,3.95
78.29728812,117.822693,78.29728812,87.7735356,8.333157887,46.66666667,2,2.69159998,-3.240822753,-4.116720958,2,2,-1.103467151,0.195277734,0.055339105,0.02
117.4459322,150.9956962,117.4459322,117.4459322,11.95849913,46.66666667,4,3.344999962,-3.86690338,-4.688106293,3,3,-1.037410417,0.165446884,0.053785104,0.31
0,134.2986847,0,104.2387222,30.80946246,62.5,0,5.737200052,-5.688970174,-6.780627213,0,0,-1.78E-14,0,0,2.73
117.4459322,163.0267322,117.4459322,117.4459322,13.08457441,43.75,5,3.655399926,-3.996959449,-4.847260622,3,3,-0.483598302,0.043646853,0,2.53
0,25.25400374,0,2.534531739,2.397342006,30.43478261,0,1.536900058,-1.784011632,-2.778335237,0,0,-0.470003629,0.106243928,0.05,0.45
0,39.80408265,0,0,0.020903693,38.46153846,0,0.663800031,-1.055061333,-1.085418905,0,0,-0.78845736,0.413364496,0.114285714,0.44
0,39.80408265,0,9.476247473,0.445447994,38.46153846,0,0.663800031,-1.367615799,-1.897418905,0,0,-0.78845736,0.413364496,0.114285714,1.04
0,119.1075168,0,0,3.331966875,33.33333333,0,2.581200004,-2.900980839,-3.0553676,0,0,-1.612194111,0.355322958,0,1.57
0,25.84130737,0,12.66182242,1.569660512,38.46153846,0,0.984000072,-1.718440379,-2.482860931,0,0,-1.757857918,0.380185506,0.077380952,0.74
0,42.90441227,0,35.30081705,19.63777748,33.33333333,0,3.468700036,-3.579024516,-5.661453202,0,0,7.11E-15,0,0,3.65
0,221.8358713,0,37.90498989,3.082286465,39,0,7.503839923,-8.472939236,-2.985644174,0,0,-3.045835861,0.403866777,0.067867868,0.5
78.29728812,188.0885505,78.29728812,116.202278,15.4631787,45.71428571,2,3.792399988,-4.506211869,-5.162324846,2,2,-1.438554688,0.143081181,0.026128633,2.71
156.5945762,223.3203418,156.5945762,156.5945762,24.71970778,57.14285714,6,6.199599952,-6.155957595,-6.201891771,4,4,-0.357114847,0.04294679,0,3.69
0,48.31252712,0,7.603595218,5.233784878,31.57894737,0,1.724100113,-2.897931892,-3.517746681,0,0,-1.757857918,0.238270724,0,0.84
0,141.5763778,50.74691408,56.85748484,9.860466493,43.90243902,0,4.662399906,-4.723094306,-4.370137974,0,0,-1.9750389,0.304252497,0.041025641,1.58
0,49.21264874,0,0,0.012877432,17.64705882,0,1.033699989,-0.778653287,-1.343478772,0,0,-1.664834776,0.389535299,0,-0.06
0,33.94223753,101.4938282,0,1.945370498,35.29411765,0,2.254999973,-2.294271639,-2.624765392,0,0,-2.104134154,0.607592874,0.054029304,0.31
0,76.7415268,0,51.14821442,21.51599469,38.46153846,0,5.206200086,-5.118858677,-5.868533679,0,0,-1.223775432,0.123305785,0.020421607,1.97
78.29728812,117.822693,78.29728812,78.29728812,8.333157887,46.66666667,3,2.69159998,-3.240822753,-4.116720958,2,2,-1.103467151,0.195277734,0.055339105,0.1
39.14864406,224.1419592,39.14864406,123.1327849,23.35297993,48.07692308,1,6.679979954,-6.212338869,-6.062492104,1,1,-1.610896848,0.141261639,0,3.01
78.29728812,171.5953372,78.29728812,106.7260305,19.9484017,52.17391304,3,4.785699904,-4.830172636,-5.696363364,2,2,-0.595865058,0.038603095,0,3.97
78.29728812,231.9913175,0,143.328934,15.26417489,46.80851064,4,6.177979935,-5.602592332,-5.136939325,0,0,-1.571652968,0.142486549,0,2.5
117.4459322,204.7683403,117.4459322,145.8746746,22.30201152,52.17391304,4,5.439099886,-5.381566769,-5.952500558,3,3,-0.483598302,0.03374278,0,3.64
234.8918644,300.1716434,234.8918644,234.8918644,41.8568834,54.54545455,15,7.27399984,-7.253317222,-7.699689591,6,6,0.768347413,0,0,5.54
0,64.46108006,0,28.42874242,10.62026814,42.85714286,0,2.611860037,-3.152119572,-4.488875287,0,0,3.55E-15,0,0,2.31
91.90818719,93.72793614,91.90818719,91.90818719,0.620118265,28.57142857,0,0.682600066,-2.026309836,-2.017475882,0,0,-1.600195331,0.270407424,0.12,0.62
117.4459322,153.8801541,0,117.4459322,0.239057968,20,0,2.16089993,-2.085852407,-1.718935546,0,0,-1.548987026,0.254700124,0.062332112,-0.39
234.8918644,300.1716434,234.8918644,234.8918644,41.8568834,54.54545455,13,7.27399984,-7.253317222,-7.699689591,6,6,0.768347413,0,0,5.81
274.0405084,333.3446465,274.0405084,274.0405084,44.9172621,54.54545455,16,7.927399822,-7.804978384,-7.932034176,7,7,0.853947133,0,0,5.93
195.7432203,216.0030005,195.7432203,195.7432203,15.27814381,42.85714286,5,4.53579995,-4.812156347,-5.138726622,5,5,0.310054923,0.098062863,0.102721088,2.71
0,54.98483258,0,18.95249495,6.299473958,40.90909091,0,2.317460038,-2.919087839,-3.739875287,0,0,-0.78845736,0.148520667,0.043333333,0.91
0,113.6867339,0,97.25118705,9.535719594,36.84210526,0,4.161800027,-3.626975194,-4.317996048,0,0,-0.878339612,0.181402378,0,2.84
91.90818719,244.7112124,0,74.50789336,16.92980654,46.80851064,0,6.490180005,-6.306680558,-5.344584613,0,0,-1.471094963,0.117414196,0,2.83
0,36.47676927,101.4938282,0,3.055456806,35,0,2.56341999,-2.631227311,-2.977986501,0,0,-2.104134154,0.564572294,0.048730159,0.25
0,70.75175258,0,58.74097337,12.68970074,41.66666667,0,3.118420027,-3.349176657,-4.792260622,0,0,1.78E-15,0,0,2.75
0,153.2511797,0,113.7149697,35.04545463,61.11111111,0,6.299400046,-6.201808873,-7.149920154,0,0,2.84E-14,0,0,2.8
0,40.90562581,0,15.20719044,9.153804783,35.13513514,0,3.82570003,-3.623475248,-4.255525538,0,0,-0.78845736,0.119784852,0,0.09
78.29728812,156.9743355,78.29728812,78.29728812,15.44775617,57.14285714,4,4.892799988,-4.931494056,-5.160363364,2,2,-0.595865058,0.055424329,0,3.66
117.4459322,163.0267322,117.4459322,117.4459322,13.08457441,43.75,4,3.655399926,-3.996959449,-4.847260622,3,3,-0.483598302,0.043646853,0,2.96
117.4459322,150.0858217,117.4459322,117.4459322,11.21754672,43.75,5,3.139099963,-3.679477591,-4.579260622,3,3,-0.483598302,0.095663688,0.05472583,3.07
117.4459322,163.0267322,117.4459322,117.4459322,13.08457441,43.75,3,3.655399926,-3.996959449,-4.847260622,3,3,-0.483598302,0.043646853,0,3.09
78.29728812,123.2034911,78.29728812,87.7735356,12.09416793,50,2,2.993399948,-3.453959226,-4.707667024,2,2,0.325988907,0,0,2.44
39.14864406,51.82130276,0,7.603595218,6.580944878,33.33333333,1,2.557899989,-2.576397282,-3.795335237,0,0,0.176219645,0,0,2.35
0,43.19626919,50.74691408,9.476247473,2.892526637,38.88888889,0,2.132019997,-2.420163674,-2.930742966,0,0,-1.648658626,0.431276526,0.053787879,0.86
0,49.55465029,0,35.30081705,8.377859337,30.3030303,0,3.095200039,-2.53245345,-4.124453202,0,0,-0.78845736,0.058299646,0,2.3
0,53.13385287,0,53.13385287,41.43331296,32,0,6.487600043,-4.877372786,-7.666871364,0,0,-2.13E-14,0,0,2.68
0,75.16977285,0,63.72955947,15.37542029,37.83783784,0,4.41920004,-4.101427597,-5.151150378,0,0,-0.78845736,0.098032564,0.028194444,2.47
0,140.6136034,0,92.8093451,16.7210436,41.66666667,0,3.929699935,-4.54564234,-5.319137268,0,0,-1.648658626,0.178302614,0.019589744,2.31
39.14864406,129.5104667,39.14864406,65.62425685,11.60731777,36.84210526,1,2.916099951,-3.755521877,-4.636951389,1,1,-1.610896848,0.203414469,0.027188209,1.32
0,141.1874299,0,41.67196695,9.356832824,34.48275862,0,5.296100043,-4.702368726,-4.288894052,0,0,-1.687675916,0.176847692,0,3
0,34.64318004,0,0,0.053245941,27.27272727,0,0.081000007,-1.194638979,-0.999249181,0,0,-1.612194111,0.404374703,0,0.63
117.4459322,147.3120319,78.29728812,117.4459322,4.99297106,38.88888889,4,2.505199932,-3.2662454,-3.464495706,3,2,-1.530805876,0.231684018,0.049319728,-0.1
0,161.2285258,41.1593214,0,6.21168957,32.25806452,0,3.613019961,-3.554053931,-3.722326136,0,0,-1.193498136,0.340889496,0,2.39
78.29728812,116.4839912,78.29728812,78.29728812,7.445623726,42.85714286,2,2.575600006,-3.069196039,-3.958667024,2,2,-0.194414804,0.160597457,0.108513709,1.38
0,40.66173745,50.74691408,9.476247473,1.815815156,40,0,1.823599979,-2.091558852,-2.577521857,0,0,-1.648658626,0.474769983,0.060909091,1.4
0,56.78822295,50.74691408,9.476247473,2.892526637,38.88888889,0,2.126599975,-2.264500243,-2.930742966,0,0,-1.648658626,0.359451518,0,0.75
39.14864406,172.9717747,0,108.0277444,26.8773874,39.58333333,1,6.38949991,-5.746148237,-6.414340594,1,0,-1.389838075,0.204190416,0,2.06
313.1891525,325.259429,78.29728812,156.5945762,29.90634265,41.66666667,16,6.031999812,-6.195217561,-6.698669184,0,2,0.932793804,0,0,4.3
0,0,0,0,0.412857765,20,0,2.873600036,-3.802324134,-0.587459911,0,0,-1.134108124,0.124443845,0,4.08
117.4459322,180.4749179,117.4459322,126.9221797,25.34426761,55.55555556,7,4.799999945,-5.110272589,-6.26430905,3,3,0.456221592,0,0,4.43
0,206.424289,0,155.1259737,37.04703083,55.55555556,0,6.792399958,-6.466354867,-7.316627213,0,0,0.580090458,0.158879678,0,0.38
117.4459322,216.3947103,119.4566095,117.4459322,6.972217573,30.43478261,3,3.937899891,-4.158783581,-3.870495706,3,2,-1.312001757,0.255720221,0,3.26
156.5945762,182.5826767,156.5945762,156.5945762,7.328362923,42.10526316,8,3.097299919,-3.875186607,-3.937094923,4,4,-1.488218981,0.2653836,0.116870301,0.49
156.5945762,156.5945762,0,156.5945762,4.956859581,20,0,2.552899897,-2.911708979,-3.456400589,0,0,0.571431422,0,0,0.95
156.5945762,237.9413434,156.5945762,156.5945762,24.71970778,52.17391304,4,6.092499867,-5.933676803,-6.201891771,4,4,-0.357114847,0.029969479,0,4.43
0,83.36560644,0,0,39.89530721,29.62962963,0,9.694600083,-7.186973031,-7.546273206,0,0,0.294756986,0.015481382,0,3.99
0,125.5591667,91.90623547,0,4.941172319,31.25,0,3.794299956,-3.294250624,-3.452874787,0,0,-1.900867952,0.396203097,0,2.05
44.88033981,103.7007784,9.817369181,36.60290347,4.777912874,40.54054054,0,3.267099962,-3.97828142,-3.415843744,0,0,-2.400500966,0.176869877,0.028609072,1.54
0,129.152756,0,94.76247473,26.67448757,60,0,5.146200031,-5.249832569,-6.394734995,0,0,1.42E-14,0,0,2.48
195.7432203,266.9986402,195.7432203,205.2194678,38.83932883,54.54545455,13,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,4.81
195.7432203,266.9986402,195.7432203,205.2194678,38.83932883,54.54545455,10,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,4.81
39.14864406,183.606535,80.30796546,39.14864406,10.06435685,36.84210526,2,4.25169995,-4.354409014,-4.402437052,0,1,-1.774782845,0.275090273,0,2.73
0,175.0325195,0,66.33373231,19.83330316,46,0,4.393600054,-4.667327153,-5.683459684,0,0,-0.78845736,0.018968134,0,1.86
78.29728812,196.0901411,119.4566095,78.29728812,9.313435243,33.33333333,4,4.197919938,-4.23752326,-4.281792136,2,2,-1.195829739,0.23108853,0,2.85
78.29728812,153.2148237,78.29728812,107.3074326,30.53610459,40,9,6.211700045,-6.430533317,-6.755948298,2,2,-1.103467151,0.100985488,0.02084127,2.18
0,106.2026881,0,94.11143152,19.46012673,50,0,3.915999971,-4.198396071,-5.641363364,0,0,1.78E-14,0,0,2.82
195.7432203,256.4933449,195.7432203,195.7432203,27.19748426,57.14285714,9,6.852999933,-6.707274447,-6.445120733,5,5,-0.212284808,0.038601645,0,4.13
156.5945762,223.3203418,156.5945762,156.5945762,24.71970778,57.14285714,7,6.199599952,-6.155957595,-6.201891771,4,4,-0.357114847,0.04294679,0,2.72
195.7432203,256.4933449,195.7432203,195.7432203,27.19748426,57.14285714,9,6.852999933,-6.707274447,-6.445120733,5,5,-0.212284808,0.038601645,0,3.58
195.7432203,256.4933449,195.7432203,195.7432203,27.19748426,57.14285714,10,6.852999933,-6.707274447,-6.445120733,5,5,-0.212284808,0.038601645,0,3.57
234.8918644,289.666348,234.8918644,234.8918644,29.73182378,57.14285714,12,7.506399915,-7.259012579,-6.682689591,6,6,-0.0428679,0.035054957,0,3.94
117.4459322,135.0963407,0,117.4459322,3.764900832,26.66666667,0,2.127499953,-2.481275207,-3.170335237,0,0,-0.483598302,0.113997521,0.083664021,0.27
195.7432203,266.9986402,195.7432203,205.2194678,38.83932883,54.54545455,8,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,4.68
0,86.02497203,0,56.85748484,15.66967961,50,0,3.456640035,-3.887739549,-5.188494615,0,0,0,0,0,3.37
0,18.24854843,0,8.825204262,1.09455225,33.33333333,0,1.208000064,-1.795345051,-2.276208512,0,0,-1.757857918,0.400579928,0.084786325,0.11
78.29728812,113.7272436,78.29728812,87.7735356,7.445623726,46.15384615,2,2.698999949,-3.214477493,-3.958667024,2,2,-0.595865058,0.124110429,0.063756614,1.23
234.8918644,295.8217109,234.8918644,234.8918644,20.90227406,54.54545455,8,7.504999802,-7.069069333,-5.801900486,6,6,-0.808170857,0.067239791,0,3.93
0,83.01805641,0,45.438944,9.046869269,30.3030303,0,4.152100075,-3.638631541,-4.237801401,0,0,-2.19799095,0.272920857,0.020730706,0.72
313.1891525,322.7248973,78.29728812,156.5945762,29.90634265,41.66666667,17,5.682799816,-6.198965162,-6.698669184,0,2,0.932793804,0,0,4.29
0,102.2867328,0,28.42874242,3.636463602,36.58536585,0,1.844340049,-2.663905553,-3.136951389,0,0,-1.85629799,0.199878298,0,0.84
0,72.06421598,0,28.42874242,3.781939603,40.90909091,0,1.669299997,-2.163885157,-3.174720958,0,0,-1.029619417,0.136116882,0,0.07
0,115.6936856,0,69.54097981,31.7205328,40,0,6.193800069,-5.428650959,-6.862098437,0,0,-1.757857918,0.157166632,0,2.38
0,86.02497203,0,56.85748484,15.66967961,50,0,3.456640035,-3.887739549,-5.188494615,0,0,-1.07E-14,0,0,2.71
0,81.44997202,0,18.95249495,2.889960315,43.75,0,1.369699985,-2.533570363,-2.929988328,0,0,-0.59161267,0.449207829,0.084444444,0.41
0,83.03219933,0,42.32301016,21.51599469,38.46153846,0,5.206200086,-5.075761277,-5.868533679,0,0,-1.223775432,0.123305785,0.020421607,1.63
78.29728812,113.7272436,78.29728812,78.29728812,7.445623726,46.15384615,2,2.698999949,-3.214477493,-3.958667024,2,2,-0.595865058,0.124110429,0.063756614,1.11
156.5945762,180.0732498,156.5945762,156.5945762,13.08457441,46.15384615,4,4.005799912,-4.396111846,-4.847260622,4,4,-0.357114847,0.087243402,0.059920635,2.16
39.14864406,89.68728767,39.14864406,39.14864406,2.725341813,33.33333333,2,1.807000071,-2.287242512,-2.880860931,0,1,-1.483262257,0.253172735,0.041043084,0.78
117.4459322,204.7683403,117.4459322,117.4459322,22.30201152,52.17391304,4,5.439099886,-5.381566769,-5.952500558,3,3,-0.483598302,0.03374278,0,3.79
137.8622808,219.7324764,137.8622808,93.33533096,34.14349385,54.54545455,0,5.641099982,-6.559637577,-7.073243436,3,0,0.819339206,0,0,3.87
183.8163744,259.2654269,183.8163744,18.95249495,41.8568834,54.54545455,0,6.403599992,-7.50806699,-7.699689591,4,0,0.990284412,0,0,4.97
45.9540936,86.91418794,45.9540936,55.43034107,5.272213826,46.15384615,0,2.154699996,-2.946546715,-3.526130185,1,0,-0.574926549,0.116929657,0.056018519,1.1
0,40.66173745,0,9.476247473,0.797685563,40,0,0.974400043,-1.619880515,-2.123132444,0,0,-1.029619417,0.423767638,0.148863636,1.22
78.29728812,113.7272436,78.29728812,78.29728812,7.445623726,46.15384615,2,2.698999949,-3.214477493,-3.958667024,2,2,-0.595865058,0.124110429,0.063756614,1.92
39.14864406,82.99630271,0,0,8.370589554,29.03225806,0,2.167199925,-2.991953782,-4.123197116,1,0,-1.336920277,0.273035909,0.068123249,0.84
275.7245616,338.3313281,275.7245616,91.90818719,51.15868964,54.54545455,0,7.928600013,-9.279503878,-8.382530297,6,0,1.263561596,0,0,4.66
39.14864406,83.73981544,39.14864406,67.57738648,2.65392179,40,2,1.365700021,-2.112659718,-2.859086182,1,1,-1.165429462,0.234387672,0.092574093,0.39
39.14864406,83.08877223,39.14864406,39.14864406,6.054882201,43.75,1,2.354019985,-2.908991195,-3.690667024,1,1,-0.696790535,0.141875307,0.056137566,0.98
0,160.7742824,0,38.79972386,0.267713005,25.64102564,0,3.079200029,-2.699504697,-1.747409901,0,0,-1.948862928,0.450455533,0,0.8
45.9540936,170.5482835,45.9540936,83.85908349,9.394058531,52.63157895,0,4.304600053,-5.237291607,-4.294972844,1,0,-1.78791877,0.218462814,0.055437666,2.02
195.7432203,271.1143465,195.7432203,195.7432203,27.19748426,52.17391304,7,6.745899849,-6.486258361,-6.445120733,5,5,-0.212284808,0.026955201,0,4.21
195.7432203,271.1143465,195.7432203,195.7432203,27.19748426,52.17391304,6,6.745899849,-6.486258361,-6.445120733,5,5,-0.212284808,0.026955201,0,4.08
195.7432203,266.9986402,195.7432203,195.7432203,38.83932883,54.54545455,12,6.620599858,-6.702045034,-7.462120733,5,5,0.674728595,0,0,4.58
78.29728812,197.3786387,78.29728812,125.6785255,13.10085495,50,4,4.067599945,-4.721609538,-4.849510319,2,2,-1.103467151,0.138914888,0.023197817,2.05
78.29728812,154.7423609,78.29728812,99.1332716,17.36865274,38.46153846,3,3.653399929,-4.489456872,-5.397571564,2,2,-1.571652968,0.14366691,0,2.06
0,26.83517829,0,0,0.639938413,26.66666667,0,1.042800017,-0.898192633,-2.029961507,0,0,-0.78845736,0.1244942,0,0.61
0,39.37638882,50.74691408,9.476247473,2.048442755,40,0,1.514400043,-2.072944578,-2.66123819,0,0,-2.174751721,0.570332481,0.08627451,0.55
0,125.2320483,0,113.7149697,22.6533807,57.14285714,0,4.506799966,-4.695036926,-5.989556776,0,0,1.42E-14,0,0,3.51
