SMILES,P_VSA_ppp_hal,P_VSA_v_3,P_VSA_v_2,P_VSA_LogP_8,P_VSA_m_4,P_VSA_p_2,P_VSA_MR_7,P_VSA_charge_6,P_VSA_e_5,TPSA(Tot),P_VSA_LogP_4,P_VSA_ppp_D,P_VSA_charge_1,SdO,MLOGP2,X%,C%,CATS2D_03_LL,CATS2D_04_LL,SM14_EA(dm),O%,MaxdO,F03[C-Cl],N%,F04[C-Cl],gmax,nX,piPC10,nCb-,F05[C-Cl],CATS2D_00_AA,F06[C-Cl],MaxsCl,F01[C-N],Eig15_EA(ed),C-026,LOGP99,nO,SaasC,nHM,ESOL,BLTA96,SHED_DA,nArX,nDB,Cl-089,nN,SpDiam_B(s),SM02_EA(dm),H-050,O-058,ATS5m,ATS4m,SM1_Dz(p),SpMax8_Bh(m),Hy,F05[Cl-Cl],SpMax6_Bh(m),F07[Cl-Cl],SpMax5_Bh(m),ATS3m,SpMax4_Bh(m),F06[Cl-Cl],ATS0m,SpMax3_Bh(m),GATS8p,SM2_B(m),B05[C-O],B01[C-N],B04[C-N],B02[O-O],AVS_B(m),B05[C-Cl],B06[C-Cl],B07[C-Cl],GATS1p,B04[Cl-Cl],GATS1i,B03[Cl-Cl],B08[C-Cl],SpMAD_EA(dm),B05[Cl-Cl],B07[Cl-Cl],DLS_04,AVS_B(p),B08[Cl-Cl],B06[Cl-Cl],SpMaxA_B(s),TPSA_efficiency,SpMax1_Bh(v),DLS_01,LLS_02,SIC1,Mp,Eta_psi1,Mv,SpMaxA_EA(dm),SpPosA_B(p),Eta_D_psiA,Eta_alpha_A,SpPosA_B(v),Eta_D_epsiB,Eta_D_epsiD,X1A,ChiA_B(p),logBCF,F_count,CF2_count,CF3_count,has_SO3,has_COO,F_heavy_ratio
c1ccccc1,0.0,56.85748484,0.0,0.0,0.0,0.0,0.0,56.85748484,0.0,0.0,0.0,0.0,0.0,0.0,5.084671191,0.0,50.0,3,0,0.0,0.0,0.0,0,0.0,0,2.0,0,0.0,0,0,0,0,0.0,0,0.0,0,1.686599985,0,0.0,0,-2.244865315,-3.484921549,0.0,0,0,0,0,4.900979664,0.0,0,0,0.020996454,0.436341398,1.77636e-15,0.0,-0.920782221,0,0.65679859,0,1.03890414,1.619712321,1.03890414,0,1.951954255,2.686650299,0.0,3.218876597,0,0,0,0,3.452489832,0,0,0,0.916666667,0,0.916666667,0,0,0.0,0,0,0.5,3.452489832,0,0,0.742081639,0.0,3.798390223,1.0,0.875,0.278942946,0.69035,0.714285714,0.6317,0.0,1.316329944,0.0,0.5,1.316329944,0.066666667,0.0,0.5,0.289646038,0.63,0.0,0.0,0.0,0.0,0.0,0.0
CC(Cl)(Cl)Cl,117.4459322,126.2711364,0.0,0.0,117.4459322,0.0,117.4459322,117.4459322,0.0,0.0,0.0,0.0,0.0,0.0,4.956859581,37.5,25.0,0,0,7.096396922,0.0,0.0,0,0.0,0,5.06095679,3,0.0,0,0,0,0,5.06095679,0,0.0,0,2.376499929,0,0.0,3,-2.388649053,-3.456400589,0.0,0,0,0,0,5.306401175,1.635768208,0,0,0.0,0.0,0.456221592,0.0,-0.359297761,0,0.0831,0,0.0831,1.173763585,2.55816522,0,3.37275734,2.9507,0.0,3.658874027,0,0,0,0,3.93342,0,0,0,0.570380584,0,1.867089208,0,0,0.83,0,0,0.7,2.90556,0,0,1.029431233,0.0,3.394216198,1.0,0.875,0.603759375,0.8572375,0.565552699,0.7578625,0.415,1.365812482,0.148447305,0.628571429,1.28754977,0.0,0.0,0.5,0.285101535,0.59,0.0,0.0,0.0,0.0,0.0,0.0
O=C(OC)C(N(C(=O)Cc1ccccc1)c2c(cccc2C)C)C,0.0,139.9126345,64.41405585,0.0,0.0,64.41405585,0.0,75.80997979,61.28974195,46.61,62.18583448,0.0,10.99988789,25.08744252,13.28457493,0.0,42.55319149,11,9,12.74309247,6.382978723,12.99751134,0,2.127659574,0,12.99751134,0,5.998005608,4,0,4,0,0.0,3,-2.259579206,1,3.44064004,3,3.589318206,0,-4.19367378,-4.874801083,0.0,0,2,0,1,8.402985941,2.954785271,0,2,3.997030429,3.911062415,-1.648658626,2.686650299,-0.822764945,0,2.983516793,0,3.067407778,3.863598082,3.322508209,0,3.326749207,3.594557172,1.2803319,4.569924987,1,1,1,1,3.496493006,0,0,0,1.181179507,0,1.314835447,0,0,0.445389909,0,0,1.0,3.364218006,0,0,0.309744874,0.143221485,3.923148337,1.0,1.0,0.558125571,0.654140426,0.584615385,0.616182979,0.098952829,1.265788653,0.129384622,0.475,1.286658638,0.053227551,0.0,0.458063846,0.282940345,1.76,0.0,0.0,0.0,0.0,1.0,0.0
O=C5OC2CC(OC1(OCC(C)CC1)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C,0.0,166.492256,263.1938354,0.0,0.0,263.1938354,47.38123737,65.03164589,263.1938354,170.06,131.3352485,128.0500295,238.0489084,14.1472137,1.400576162,0.0,35.48387097,14,22,12.78882998,11.29032258,14.1472137,0,0.0,0,14.1472137,0,7.023758955,0,0,14,0,0.0,0,5.636425886,0,4.186700203,14,0.0,0,-6.320326856,-2.413459405,12.73425403,0,5,0,0,8.47710037,3.6154697,3,1,5.039612766,5.051223974,-2.879198457,3.373070426,0.609569089,0,3.584085853,0,3.6689055,5.015578938,3.742345709,0,4.25296241,3.812692949,1.082975311,5.3615525,1,0,0,1,3.4546713,0,0,0,1.411022966,0,1.452387585,0,0,0.452289285,0,0,0.8,3.242812679,0,0,0.128124452,0.207618117,3.950305314,0.5,0.625,0.46544168,0.608783871,0.519480519,0.57573871,0.03892538,1.187828298,0.194519475,0.459770115,1.226407787,0.016585207,0.028773318,0.431844589,0.29399729,1.84,0.0,0.0,0.0,0.0,1.0,0.0
[O-][N+](=O)c1cc(c(c(c1)Cl)N=Nc1ccc(cc1)N(CCC#N)CCC#N)Cl,78.29728812,195.6669412,154.9860055,129.0442022,78.29728812,154.9860055,117.2933541,78.29728812,50.74691408,121.36,33.20349276,0.0,3.124313894,21.61846595,8.988577685,4.761904762,42.85714286,2,8,13.99252501,4.761904762,10.80923298,4,14.28571429,2,10.80923298,2,7.401154949,6,2,8,4,6.006781583,8,-0.897525989,6,6.473959916,2,1.346219357,2,-5.396881203,-4.228095676,0.0,2,3,2,6,8.716716289,3.5401474,0,0,4.075719871,4.219047351,-1.889279327,2.899200626,-0.636157789,0,3.408744482,0,3.555914058,4.137483187,3.581862842,0,3.876145689,3.644601461,1.028867262,4.909536973,1,1,1,1,3.724005797,1,1,1,0.846446364,1,1.1461188,0,1,0.553720257,0,0,0.6,3.42291294,0,0,0.279105005,0.29083589,3.909762663,1.0,1.0,0.668754707,0.725380952,0.541873805,0.710642857,0.090084536,1.288692792,0.172126189,0.481972789,1.309982541,0.087326783,0.0,0.463997499,0.280410601,1.58,0.0,0.0,0.0,0.0,0.0,0.0
O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-],84.02898387,144.5834548,198.1600695,97.65507418,44.95608052,153.2797297,50.62613166,39.14864406,131.2046811,126.67,74.16252904,16.40499744,10.99988789,56.49474192,7.987089573,10.52631579,39.47368421,5,3,18.78773457,15.78947368,12.01085665,2,5.263157895,3,12.66681682,4,7.211095372,6,2,7,2,5.764699384,2,-2.0,4,4.271899949,6,-3.135222173,2,-4.844576229,-4.056143941,2.729838563,1,5,1,2,9.419016074,3.567858056,1,3,4.300345557,4.215030972,-2.724113821,2.682378427,-0.111086154,0,3.212918119,0,3.469967495,4.201750667,3.524468323,0,3.96635816,3.943929591,0.925417205,4.925442768,1,1,1,1,3.783150477,1,1,1,1.141169731,0,0.961589641,0,0,0.570863642,0,0,0.4,3.32328262,0,0,0.304040073,0.288680234,3.938893822,1.0,1.0,0.766678195,0.700655263,0.433680104,0.727813158,0.131906047,1.199050083,0.280319899,0.453741497,1.259997189,0.131969925,0.025733052,0.440541177,0.275720873,0.78,3.0,0.0,1.0,0.0,0.0,0.10714285714285714
O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C,117.4459322,231.8800329,21.99977578,0.0,117.4459322,21.99977578,117.4459322,155.3509221,21.99977578,18.46,0.0,0.0,21.99977578,0.0,18.21791599,8.333333333,44.44444444,18,20,7.096805295,5.555555556,0.0,6,0.0,12,6.183928764,3,6.366336203,4,12,2,6,6.183928764,0,-3.0,2,5.205899909,2,3.328731666,3,-5.290399396,-5.498245071,0.0,0,0,0,0,6.113563894,2.199067323,0,0,4.078630268,4.110111845,-1.037410417,2.714313712,-0.750438138,0,2.9507,0,3.02218018,3.907676719,3.162028459,0,3.845737989,3.767620522,0.76207839,4.651934404,1,0,0,0,3.728065618,1,1,0,0.857417054,0,1.165764574,0,1,0.369090909,0,0,0.8,3.399746571,0,0,0.244781316,0.05340508,3.950952598,0.75,0.875,0.567980129,0.731536111,0.590991929,0.684813889,0.075454545,1.298179473,0.123008072,0.514739229,1.292641514,0.083267196,0.0,0.452365376,0.280409606,2.5,0.0,0.0,0.0,0.0,0.0,0.0
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,156.5945762,252.7781321,0.0,78.29728812,156.5945762,0.0,78.29728812,194.4995661,0.0,0.0,0.0,0.0,0.0,0.0,34.26807622,15.38461538,53.84615385,20,18,3.283853098,0.0,0.0,8,0.0,10,5.971501638,4,6.196030346,4,10,0,8,5.971501638,0,-3.259778963,2,6.187899902,0,3.141895314,4,-6.177571881,-7.083894107,0.0,2,1,2,0,6.022173136,1.355835154,0,0,3.825959434,3.85482268,0.571431422,2.686650299,-0.763495844,0,2.9507,4,3.216123194,3.813678776,3.360964272,0,3.910155544,3.921245017,1.290818332,4.639865309,0,0,0,0,3.94983917,1,1,1,0.569245437,0,0.84590407,0,1,0.126315789,0,1,0.2,3.569150281,0,0,0.281392465,0.0,3.956524318,0.75,0.75,0.509047569,0.846153846,0.642458101,0.787338462,0.063157895,1.378882679,0.071541898,0.547619048,1.350993685,0.133846154,0.0,0.451336179,0.266551681,4.3,0.0,0.0,0.0,0.0,0.0,0.0
O=C(c1c2c(ccc(c2c(cc1)Cl)Cl)C(=O)O)O,78.29728812,136.5403187,135.6565404,78.29728812,78.29728812,135.6565404,78.29728812,78.29728812,135.6565404,74.6,137.4762893,85.36668632,85.36668632,22.26646636,12.15336864,8.333333333,50.0,10,11,6.460380719,16.66666667,11.13323318,6,0.0,6,11.13323318,2,7.156523935,6,6,4,0,5.945328168,0,-5.087668079,2,3.543000028,4,0.134074074,2,-4.163408914,-4.716168189,1.960131704,2,2,2,0,8.697748963,2.22527199,2,2,3.835784814,4.069559278,-1.689099009,2.182841149,0.483413362,0,2.886370574,0,2.950100563,3.894097247,3.375716231,0,3.626113494,3.578828907,0.0,4.536631505,1,0,0,1,3.850080128,1,0,0,0.550436292,1,0.746434219,0,0,0.302455326,0,0,0.4,3.464691239,0,0,0.415637131,0.261680932,4.077112872,1.0,1.0,0.709194277,0.774141667,0.514253773,0.775891667,0.075613832,1.278000111,0.199746221,0.486772487,1.307013061,0.142623716,0.064656085,0.443706743,0.269666434,-0.01,0.0,0.0,0.0,0.0,1.0,0.0
n1c(nc(nc1NC(C)C)SC)NC(C)C,0.0,79.20198617,86.37809001,0.0,32.21954116,86.37809001,86.37809001,32.21954116,0.0,88.03,86.37809001,36.02150137,36.02150137,0.0,8.370589554,0.0,28.57142857,0,0,15.8384197,0.0,0.0,0,14.28571429,0,4.303888889,0,3.056356895,0,0,3,0,0.0,10,-5.575817359,0,2.234099932,0,1.968796296,1,-3.055575384,-4.123197116,1.889881575,0,0,0,5,5.583948938,2.9468046,2,0,3.27877053,3.474995785,-1.282848678,2.483208808,0.573283707,0,2.498885847,0,2.719731994,3.365219944,3.267481691,0,3.221611947,3.477235459,1.154525587,4.174915171,0,1,1,0,3.400483687,0,0,0,1.20352906,0,1.771875573,0,0,0.46875,0,0,1.0,3.167352437,0,0,0.315166269,0.364649352,3.681046331,1.0,1.0,0.497330159,0.628742857,0.581683168,0.570905714,0.184375,1.239369908,0.132316828,0.489583333,1.242383742,0.0,0.060185185,0.469202441,0.296179964,1.93,0.0,0.0,0.0,0.0,0.0,0.0
O=S(=O)(N(c1ccc(cc1)C)SC(F)(Cl)Cl)N(C)C,93.25740139,185.3124869,60.791626,0.0,115.8472165,45.83151273,5.568911856,100.435358,44.31295207,74.3,44.31295207,0.0,0.0,24.28131362,8.134415792,9.375,31.25,4,0,22.34159213,6.25,12.14065681,0,6.25,2,13.36693326,3,0.0,2,4,4,8,5.256901787,3,-3.408881087,1,3.314419928,2,1.200772865,4,-4.551678026,-4.082089724,0.0,0,2,0,2,9.082704975,3.541451956,0,2,4.258265656,4.194365866,-1.71762842,2.686650299,-0.517304146,0,2.9507,0,3.043339453,4.035064293,3.211049743,0,3.942585162,3.817373167,0.386607925,4.636198083,1,1,1,1,3.793747008,1,1,1,1.235118947,0,1.475056496,0,1,0.561305336,0,0,1.0,3.289873323,0,0,0.431354307,0.213942238,3.905568922,1.0,1.0,0.684191719,0.724965625,0.527955068,0.674140625,0.259600036,1.280025828,0.186044931,0.518295739,1.272640413,0.063909774,0.0,0.449343645,0.275589198,1.87,1.0,0.0,0.0,0.0,0.0,0.05263157894736842
O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S),0.0,153.2707844,67.25742847,41.1593214,77.34836659,67.25742847,7.382638901,18.95249495,64.13311457,124.73,80.92505334,0.0,13.84326051,24.17831192,1.040147264,0.0,35.48387097,3,0,5.777379256,12.90322581,12.08915596,0,3.225806452,0,12.08915596,0,5.28288642,2,0,5,0,0.0,3,-4.120196371,0,2.490600001,4,0.854139582,3,-2.844842398,-2.249876102,0.0,0,3,0,1,8.260823446,2.099244169,0,2,3.655977019,3.859221251,-1.628965992,2.4905539,-0.569034561,0,2.911556676,0,2.972652568,3.969407019,3.129869127,0,3.72461625,3.464267098,0.924226341,4.564012788,1,1,1,1,3.784148433,0,0,0,0.945567619,0,1.225153364,0,0,0.31609143,0,0,1.0,3.436058959,0,0,0.391910726,0.39303608,3.935396106,1.0,1.0,0.674436957,0.753848387,0.578947368,0.688364516,0.074762226,1.316255636,0.135052636,0.521052632,1.275918701,0.059633827,0.0,0.451049291,0.278512633,0.41,0.0,0.0,0.0,0.0,0.0,0.0
Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,0.0,107.9360582,42.68334316,0.0,0.0,42.68334316,0.0,98.3793333,42.68334316,20.23,42.68334316,42.68334316,42.68334316,0.0,24.08332663,0.0,36.73469388,20,23,0.0,2.040816327,0.0,0,0.0,0,10.65022203,0,0.0,4,0,1,0,0.0,0,-3.704284115,1,5.284700073,1,3.849861111,0,-5.142239798,-6.137476605,0.0,0,0,0,0,7.465849634,0.0,1,0,3.608643738,3.718065528,-0.78845736,2.498885847,-0.456213236,0,2.498885847,0,2.687494628,3.713130506,3.198021463,0,3.043900394,3.540576653,0.0,4.233745021,1,0,0,0,3.280691526,0,0,0,1.289632797,0,1.29034475,0,0,0.0,0,0,0.9,3.234496789,0,0,0.332187957,0.077072539,3.987435293,0.75,0.875,0.380559109,0.609704082,0.663507109,0.5432,0.0,1.265062393,0.05049289,0.49122807,1.274407264,0.018627087,0.022017544,0.433843974,0.270136115,4.16,0.0,0.0,0.0,0.0,0.0,0.0
O=[N+]([O-])c2ccc(Oc1ccccc1)c(c2(N))Cl,39.14864406,124.9833342,100.3140406,89.89555814,39.14864406,100.3140406,44.8186952,67.57738648,61.74680197,81.07,0.0,32.89718747,43.89707536,21.33939066,8.932514229,3.703703704,44.44444444,3,3,13.46752544,11.11111111,10.66969533,2,7.407407407,2,10.66969533,1,6.494746161,5,2,4,2,5.937903912,2,-4.266368741,5,4.145899974,3,0.557576163,1,-3.99137988,-4.218731207,1.754765351,1,2,1,2,8.732421292,2.615876431,2,0,3.480036129,3.590102712,-1.72406932,2.277729987,0.483413362,0,2.73737881,0,2.892033005,3.759955523,3.180696016,0,3.39524313,3.624211973,1.093989882,4.451668002,1,1,1,1,3.74444623,1,1,1,0.712175487,0,0.86885248,0,0,0.365521216,0,0,0.4,3.442824008,0,0,0.434162745,0.306294393,3.902789837,1.0,1.0,0.631545055,0.714014815,0.519616391,0.708218519,0.13749745,1.266753817,0.194383606,0.473015873,1.300753764,0.125193325,0.061031746,0.452222324,0.276901646,3.46,0.0,0.0,0.0,0.0,0.0,0.0
n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl,78.29728812,172.1354712,66.65202974,78.29728812,78.29728812,66.65202974,144.9493179,116.202278,0.0,51.56,66.65202974,0.0,0.0,0.0,25.71035037,7.142857143,50.0,8,2,0.0,0.0,0.0,6,14.28571429,2,6.084115371,2,7.539268051,4,0,4,2,6.084115371,4,-3.0,2,3.907399833,0,3.264578469,2,-5.071560566,-6.300537483,0.0,2,0,2,4,6.059326082,0.0,0,0,3.573094951,3.823473412,-1.103467151,2.396920855,-0.688782111,0,2.875837791,0,3.282988775,3.881199965,3.294278057,0,3.635598324,3.607105842,0.925791373,4.612228167,0,1,1,0,3.869810849,0,1,1,0.682588938,0,0.863932667,0,1,0.0,0,0,0.3,3.590200849,0,0,0.260664387,0.170075208,3.906048959,0.75,0.875,0.524538062,0.786528571,0.590909091,0.761464286,0.0,1.324106894,0.123090908,0.501428571,1.325852492,0.11755102,0.0,0.443364554,0.271181836,2.39,0.0,0.0,0.0,0.0,0.0,0.0
O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1,0.0,170.3939865,74.56121002,41.1593214,83.15580304,74.56121002,13.19007536,57.23514871,58.15621258,140.21,65.53885148,16.40499744,13.84326051,24.22475319,2.459564444,0.0,29.78723404,2,0,0.0,8.510638298,12.1123766,0,2.127659574,0,12.1123766,0,4.308279174,1,0,4,0,0.0,1,-2.0,1,3.772599994,4,0.251197667,4,-3.585409421,-2.798299858,2.0,0,3,0,1,8.61381341,0.0,1,2,3.959522916,4.253607816,-1.548732037,2.686650299,-0.15485279,0,3.338567764,0,3.389984494,4.161683104,3.45969154,0,3.944890832,3.677218555,0.556827019,4.726843128,1,1,1,1,3.657700879,0,0,0,1.143334967,0,1.335756717,0,0,0.0,0,0,1.0,3.325687836,0,0,0.335475018,0.352667455,3.965768036,1.0,1.0,0.569924577,0.693306383,0.60661157,0.610365957,0.0,1.305220268,0.107388429,0.531884058,1.275459055,0.031955038,0.024033816,0.462838389,0.28207022,2.94,0.0,0.0,0.0,0.0,0.0,0.0
O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC,0.0,99.11999356,201.3749187,0.0,5.807436454,201.3749187,56.1640251,18.95249495,116.6025819,157.85,152.1507253,34.41574813,21.99977578,48.52710835,2.777544127,0.0,34.14634146,2,0,8.207656999,14.63414634,12.40647896,0,12.19512195,0,12.40647896,0,6.043745635,2,0,9,0,0.0,9,-1.480226883,1,0.485619995,6,-0.624607671,1,-2.66187795,-2.89659657,4.326748711,0,4,0,5,8.719683615,2.531026585,2,4,4.037099188,4.193351165,-2.380184819,2.772132188,0.479143687,0,3.09443598,0,3.297966805,4.100203165,3.32070903,0,3.681067685,3.751966879,0.966798449,4.763762366,1,1,1,1,3.66152255,0,0,0,1.475931105,0,1.703032971,0,0,0.318905179,0,0,0.3,3.315511011,0,0,0.296814286,0.413859102,3.987954769,0.75,0.875,0.730108751,0.663663415,0.472074468,0.663826829,0.062014645,1.207735101,0.241925538,0.455128205,1.251675565,0.053762325,0.047435897,0.454162494,0.284693856,0.0,0.0,0.0,0.0,0.0,1.0,0.0
N(c1ccc(cc1)Nc1ccccc1)c1ccccc1,0.0,143.6944548,36.02150137,0.0,0.0,36.02150137,0.0,56.85748484,0.0,24.06,0.0,36.02150137,36.02150137,0.0,18.82645144,0.0,50.0,6,8,1.07374e-05,0.0,0.0,0,5.555555556,0,3.367199704,0,6.933575305,4,0,0,0,0.0,4,-2.418577203,4,5.173799917,0,4.344593029,0,-4.905594797,-5.56894589,0.0,0,0,0,2,5.40602326,0.494696242,2,0,3.219305608,3.222912936,-0.78845736,2.686650299,0.213068138,0,2.686650299,0,2.792644826,3.440903531,3.071526537,0,3.083496301,3.712550379,0.886200423,4.427499212,0,1,1,0,3.637990849,0,0,0,0.854336815,0,1.010266998,0,0,0.072727273,0,0,0.6,3.583840849,0,0,0.232089243,0.092410509,3.909858325,0.75,0.875,0.362735556,0.703922222,0.662162162,0.659177778,0.018181818,1.31288927,0.051837839,0.49,1.322221876,0.081481481,0.04,0.449953613,0.276484414,3.13,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc2c(c3c(o2)c(ccc3)Cl)cc1,78.29728812,156.9743355,9.507346286,78.29728812,78.29728812,9.507346286,78.29728812,97.24978307,9.507346286,13.14,0.0,0.0,9.507346286,0.0,15.44775617,9.523809524,57.14285714,9,7,0.0,4.761904762,0.0,4,0.0,4,6.041566201,2,7.749501766,6,4,1,4,6.041566201,0,-5.975387298,2,4.892799988,1,1.289352797,2,-4.931494056,-5.160363364,0.0,2,0,2,0,6.230470296,0.0,0,0,3.058822542,3.479009615,-0.595865058,1.947005059,-0.781378119,0,2.573621472,1,2.905954853,3.666716283,3.180883862,0,3.473277998,3.508597272,2.416161591,4.407206956,0,0,0,0,4.036929832,1,1,1,0.644481931,0,0.847641465,0,0,0.0,0,1,0.3,3.750003165,0,0,0.345801597,0.055424329,4.127167344,1.0,1.0,0.576971874,0.819804762,0.614167295,0.784619048,0.0,1.381809073,0.099832706,0.517460317,1.375601637,0.140919398,0.0,0.42670707,0.257361532,3.01,0.0,0.0,0.0,0.0,0.0,0.0
ClCBr,85.10273766,87.82183048,0.0,0.0,39.14864406,0.0,0.0,45.9540936,0.0,0.0,0.0,0.0,0.0,0.0,2.550145462,40.0,20.0,0,0,6.551671291,0.0,0.0,0,0.0,0,4.915123457,2,0.0,0,0,0,0,4.915123457,0,0.0,0,1.577599987,0,0.0,2,-1.861776243,-2.826917488,0.0,0,0,0,0,4.010190866,1.725904526,0,0,0.0,0.0,0.479768299,0.0,-0.264160417,0,0.0,0,0.0,0.0,0.0831,0,4.007086361,1.549627726,0.0,4.091211037,0,0,0,0,5.002166667,0,0,0,0.505292325,0,1.562678114,0,0,1.519473593,0,0,0.3,2.7912,0,0,1.534990744,0.0,3.113301077,1.0,0.875,0.827729377,0.9466,0.893155259,0.78126,0.759736797,1.438987288,0.0,0.849206349,1.281818519,0.0,0.0,0.707106781,0.348769299,0.53,0.0,0.0,0.0,0.0,0.0,0.0
ClCCl,78.29728812,81.46188302,0.0,0.0,78.29728812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.860164464,40.0,20.0,0,0,3.283853098,0.0,0.0,0,0.0,0,4.763888889,2,0.0,0,0,0,0,4.763888889,0,0.0,0,1.421499953,0,0.0,2,-1.456128407,-2.593878464,0.0,0,0,0,0,4.062396634,1.355835154,0,0,0.0,0.0,0.325988907,0.0,-0.264160417,0,0.0,0,0.0,0.0,0.0831,0,2.967292232,1.364066369,0.0,3.189037776,0,0,0,0,3.768466667,0,0,0,0.575783784,0,2.283282692,0,0,1.2,0,0,0.3,2.6264,0,0,1.612416106,0.0,3.079203088,1.0,0.875,0.655458754,0.84772,0.555555556,0.74172,0.6,1.30588034,0.158444449,0.642857143,1.230721134,0.0,0.0,0.707106781,0.36547208,1.22,0.0,0.0,0.0,0.0,0.0,0.0
C(=S)=S,0.0,102.715224,0.0,90.38405822,90.38405822,0.0,0.0,0.0,0.0,64.18,12.33116582,0.0,0.0,0.0,0.002446258,0.0,33.33333333,0,0,15.1078193,0.0,0.0,0,0.0,0,3.958333333,0,0.0,0,0,0,0,0.0,0,0.0,0,1.018099964,0,0.0,2,-1.117002656,-1.180540337,0.0,0,2,0,0,4.439173842,2.814210397,0,0,0.0,0.0,0.580090458,0.0,-0.264160417,0,0.0,0,0.0,0.0,0.0,0,2.78876986,0.0,0.0,3.236023037,0,0,0,0,4.133151384,0,0,0,1.5,0,1.5,0,0,2.8,0,0,0.2,3.451418051,0,0,1.767812307,0.842810243,3.237535638,1.0,0.875,0.579380164,1.4318,0.82278481,1.124733333,1.4,1.712298613,0.0,0.722222222,1.474545213,0.0,0.0,0.707106781,0.280148684,1.29,0.0,0.0,0.0,0.0,0.0,0.0
BrC(Br)Br,137.8622808,137.8622808,0.0,0.0,0.0,0.0,0.0,137.8622808,0.0,0.0,11.771102,0.0,0.0,0.0,5.850092444,60.0,20.0,0,0,15.19277207,0.0,0.0,0,0.0,0,3.104166667,3,0.0,0,0,0,0,0.0,0,0.0,0,2.45470003,0,0.0,3,-3.213248516,-3.648696435,0.0,0,0,0,0,4.066043493,2.649177377,0,0,0.0,0.0,0.819339206,0.0,-0.215338279,0,0.0,0,0.0,0.0,1.308321922,0,4.903690682,6.6518,0.0,4.956103424,0,0,0,0,6.8911,0,0,0,0.666773839,0,1.002131952,0,0,1.973333333,0,0,0.5,3.20125,0,0,1.018917937,0.0,3.254323571,1.0,0.875,0.590436283,1.31594,1.5,1.02584,0.986666667,1.692968821,0.0,1.125,1.407822086,0.0,0.0,0.577350269,0.286410701,1.18,0.0,0.0,0.0,0.0,0.0,0.0
C=C(Cl)Cl,78.29728812,97.87984623,0.0,0.0,78.29728812,0.0,0.0,94.06420812,0.0,0.0,0.0,0.0,0.0,0.0,2.795455282,33.33333333,33.33333333,0,0,3.283853098,0.0,0.0,0,0.0,0,4.845679012,2,0.0,0,0,0,0,4.845679012,0,0.0,0,1.935199961,0,0.0,2,-1.860587353,-2.901961507,0.0,0,1,0,0,4.907820752,1.355835154,0,0,0.0,0.0,0.325988907,0.0,-0.430676558,0,0.0,0,0.0831,0.689616896,0.118420566,0,3.017455183,2.394050414,0.0,3.396210202,0,0,0,0,3.834456769,0,0,0,0.561597132,0,1.432039149,0,0,0.8,0,0,0.5,2.977906769,0,0,1.282089044,0.0,3.351352119,1.0,0.875,0.742098129,0.8731,0.582191781,0.784766667,0.4,1.397475912,0.131808221,0.607142857,1.332254498,0.123809524,0.0,0.577350269,0.297480119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
o2c1c(cc(c(c1c3c2c(c(cc3Cl)Cl)Cl)Cl)Cl)Cl,234.8918644,289.666348,9.507346286,234.8918644,234.8918644,9.507346286,234.8918644,234.8918644,9.507346286,13.14,0.0,0.0,9.507346286,0.0,29.73182378,28.57142857,57.14285714,11,7,0.0,4.761904762,0.0,14,0.0,15,6.197139708,6,8.213805089,10,12,1,10,6.197139708,0,-3.998141114,6,7.506399915,1,1.84114607,6,-7.259012579,-6.682689591,0.0,6,0,6,0,6.466922511,0.0,0,0,4.303236256,4.488889641,-0.0428679,2.514672258,-0.620764975,3,3.362682232,3,3.508961735,4.491682592,3.672615179,4,4.205648875,3.692103421,1.751989925,4.840797549,0,0,0,0,4.278144604,1,1,1,0.529013237,1,0.869781855,1,0,0.0,1,1,0.2,3.69097092,1,1,0.278274609,0.035054957,4.146634817,0.75,0.875,0.576971874,0.983214286,0.584075432,0.942238095,0.0,1.406396022,0.129924566,0.558897243,1.373684773,0.216120388,0.0,0.424456731,0.253264186,2.96,0.0,0.0,0.0,0.0,0.0,0.0
