SMILES,SM1_Dz(p),SpMaxA_B(s),P_VSA_v_3,P_VSA_p_2,MLOGP2,LOGP99,ESOL,BLTA96,logBCF
O=S1(=O)(C(=C(C)S(=O)(=O)CC1)C),-1.612194111,0.64356951,34.64318004,88.62590414,0.053245941,0.081000007,-1.194638979,-0.999249181,0.63
CCCCO[P](=O)(OCCCC)OCCCC,-1.664834776,0.435112262,72.02343439,41.0281086,10.45591143,4.54460001,-3.092358124,-4.463560179,1
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-1.526056303,0.19555218,147.6909363,78.82815808,68.55196835,10.72450011,-8.271595841,-9.509611606,0.92
O=C1C=CC(=NN1c2ccccc2)OP(OCC)(OCC)=S,-1.806927189,0.337639492,158.2637317,65.57461701,8.355263519,3.216999989,-3.580005654,-4.12054727,0.77
COc1nc(NC(C)C)nc(NC(C)C)n1,-1.648658626,0.319380048,54.36783327,97.3779779,6.386942078,1.520799942,-2.580356976,-3.757240012,0.89
O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C,-2.198845485,0.16921857,291.6432639,203.2532392,10.53130068,8.020399868,-7.244251015,-4.475196556,0.62
O=S1(=O)CCCC1,-1.100909648,1.10157553,12.91440603,44.31295207,0.007519099,0.195000004,-0.895922081,-1.316712739,0.62
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,-1.931318492,0.391320888,142.8668524,86.13289035,0.241316749,2.121799994,-1.979167388,-1.721240012,0.77815125
N1C(NC(C)C1)=S,-0.59161267,0.685125536,56.40745918,36.02150137,0.044870931,-0.147399932,-0.775705565,-1.018172402,1
Cc1ccccc1NC,-0.470003629,0.504344265,61.06889352,18.01075068,4.807788676,2.036719993,-2.409158396,-3.422667024,0.9
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)c2ccccc2S(=O)(=O)O)cc1,-2.469852232,0.152461433,250.1196122,256.475754,16.68407374,6.498890007,-7.053943043,-5.31461427,0.78
CCc1ccccc1[N+](=O)[O-],-1.386294361,0.710443664,55.2070484,56.41696522,6.625979292,2.680399999,-2.804631125,-3.804097763,0.92
CCNc1nc(Cl)nc(NC(C)(C)C)n1,-1.336920277,0.344767646,82.99630271,86.37809001,8.370589554,2.167199925,-2.991953782,-4.123197116,0.85
CC(CCO)CC(C)(C)C,-0.78845736,0.626632264,40.36988053,42.68334316,6.71363269,2.441100053,-2.283672379,-3.821067867,0.91
CN(C)c1ccccc1,-0.470003629,0.501542638,66.93073865,3.124313894,4.807788676,1.752599992,-2.312734036,-3.422667024,0.87
O=C(O)c1ccc(cc1)Cl,-1.165429462,0.747823585,84.64968991,67.82827019,5.29696068,2.038199998,-2.615062603,-3.531512694,1
CN(C)Cc1ccccc1,-0.470003629,0.447200142,69.46527039,3.124313894,5.026004804,1.748200029,-2.260983557,-3.471875287,0.63
CC(C)OC(C)(C)C,-0.78845736,0.563620083,44.12602131,10.99988789,3.764900832,2.209900029,-1.906608225,-3.170335237,0.76
Nc1ccc(Cl)c(Cl)c1,-0.194414804,0.558449172,116.4839912,32.89718747,7.445623726,2.575600006,-3.069196039,-3.958667024,0.94
O=C1CCCCC1C2=CCCCC2,-0.78845736,0.571094055,38.07155367,25.14492703,7.966507422,3.246100038,-3.142929057,-4.052500208,0.65
Nc1cc(ccc1OC)C,-1.029619417,0.488537155,59.32275469,43.89707536,2.496014238,1.585820056,-2.101038398,-2.809877919,0.69
COC(=O)c1ccccc1C(=O)c1ccccc1,-1.526056303,0.413098204,118.0508173,61.28974195,11.50970967,2.704200022,-3.478739683,-4.622596302,0.91
O=S(=O)(O)c2cc1c(cccc1C(C)C)cc2C(C)C,-1.436726034,0.38839794,97.08889003,83.40904206,12.88470427,4.333300057,-4.481093599,-4.819527026,0.6
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,-1.957951644,0.372139585,121.7285093,90.52344356,11.22616701,4.051899917,-3.943225906,-4.58054727,0.76
Nc1cccc2cccc(N)c12,-0.78845736,0.413115551,67.51690871,65.79437494,4.097380947,2.004200116,-2.545779225,-3.254198841,0.71
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-1.945910149,0.601470251,45.95301674,112.8339304,5.013667543,2.857819989,-2.791564642,-3.469122047,0.67
O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC,-2.184341952,0.284496863,99.57774369,74.02777226,5.936595731,4.594400026,-2.721730353,-3.666513027,0.67
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,-3.380038435,0.406314455,24.19709478,89.82804597,2.161670914,3.037699908,-3.621410099,-2.700262192,0.76
O=C(OC)C(N(C(=O)COC)c1c(cccc1C)C)C,-1.85629799,0.371695797,102.2867328,75.41394373,3.636463602,1.844340049,-2.663905553,-3.136951389,0.84
CCCc1cc(=O)[nH]c(=S)[nH]1,-1.100909648,0.675343619,76.30846327,61.1664284,0.689852167,0.674700081,-1.543274398,-2.060573397,0.6
CCC(=O)Nc1cc(N(CCOC(C)=O)CCOC(C)=O)ccc1N=Nc1ccc([N+](=O)[O-])cc1Cl,-2.502034133,0.217082682,174.7841071,208.3126015,8.477088559,5.467899956,-4.856267172,-4.141544016,0.73
O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-],-2.724113821,0.304040073,144.5834548,153.2797297,7.987089573,4.271899949,-4.844576229,-4.056143941,0.78
O=C(OC(C)C)NC(C(=O)NC(c1ccc(cc1)C)C)C(C)C,-1.757857918,0.323305055,108.6945184,97.31124332,5.61282634,3.331420138,-3.548844465,-3.599140422,1
CCC(C)c1ccc(OCC(O)CO)cc1,-1.526056303,0.395063984,71.11131809,96.36657421,3.767529394,1.93210005,-2.399500562,-3.171012466,0.63
ClC(CCl)Cl,0.456221592,0.981726229,120.2954955,0,4.956859581,2.02889993,-2.290933853,-3.456400589,0.62
O=C1NC(=O)c2ccccc21,-1.386294361,0.677110807,53.68543967,68.30060475,1.903917267,0.570200056,-1.750907059,-2.609825086,0.93
CCCCCCCCc1ccccc1Nc1ccccc1CCCCCCCC,-0.470003629,0.158682658,140.8284777,18.01075068,63.48555997,9.23620002,-7.44067065,-9.197782626,1
N1=CSc2c1cccc2,-0.188055089,0.541439589,79.29285165,16.78552955,2.252332903,2.296300016,-2.573316317,-2.730777433,0.8
COc1ccccc1[N+](=O)[O-],-1.648658626,0.710445593,56.78822295,67.41685311,2.892526637,2.126599975,-2.264500243,-2.930742966,0.6
C=C(Cl)Cl,0.325988907,1.282089044,97.87984623,0,2.795455282,1.935199961,-1.860587353,-2.901961507,1
CN(c1ccccc1)C,-0.470003629,0.501542638,66.93073865,3.124313894,4.807788676,1.752599992,-2.312734036,-3.422667024,0.96
O=C1NC(=C(C(=O)N1C(C)CC)Br)C,-1.429593286,0.531755456,89.7565626,71.42491864,3.232740898,1.963100106,-2.617245698,-3.027982452,0.6
O=[N+]([O-])c1cccc(c1)S(=O)(=O)O,-1.9750389,0.601178064,43.5514944,139.8260073,0.688283053,1.364699985,-1.918487719,-2.059628262,0.7
CCO[P](=O)(OCC)SCc1ccccc1,-1.306087057,0.46197873,119.3947016,34.10647834,5.052569488,4.100899965,-3.148410106,-3.477792136,0.633468456
Nc1ccc(Cc2ccc(N)cc2)cc1,-0.78845736,0.320408472,90.22915654,65.79437494,7.76182725,2.44180011,-3.09740959,-4.016005608,0.96
Cc1ccc(O)c(c1)[N+]([O-])=O,-1.648658626,0.710455885,43.19626919,99.10030838,2.892526637,2.132019997,-2.420163674,-2.930742966,0.959041392
OC(=O)c1cc2ccc(cc2cc1)C(=O)O,-1.757857918,0.467539504,70.19431245,135.6565404,5.83118709,2.236200064,-2.919455169,-3.644785102,0.68
COC(=O)c1ccccc1C(=O)c2ccccc2,-1.526056303,0.413098204,118.0508173,61.28974195,11.50970967,2.704200022,-3.478739683,-4.622596302,0.857332496
CC(Cl)(Cl)Cl,0.456221592,1.029431233,126.2711364,0,4.956859581,2.376499929,-2.388649053,-3.456400589,0.59
CNc1ccccc1C,-0.470003629,0.504344265,61.06889352,18.01075068,4.807788676,2.036719993,-2.409158396,-3.422667024,0.84
O=P(OC(C)C)(OC(C)C)SCc1ccccc1,-1.306087057,0.41064956,127.8603403,34.10647834,7.84362497,4.877899975,-3.782941589,-4.030647241,0.97
O=C1N(N=C(OC)S1)CSP(OC)(OC)=S,-1.668744018,0.464204902,148.937512,69.65287464,0.070808711,2.280599977,-2.279655812,-0.963900939,0.72
CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,-0.78845736,0.252469191,96.75894946,42.68334316,51.08076148,8.203740075,-6.612630256,-8.377080626,0.78
O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,-2.566540399,0.222177455,125.5957967,309.9232892,1.179322291,1.992000031,-3.929160976,-2.315966064,0.75
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,-2.327297218,0.354712275,170.0476288,104.5525974,6.392727906,3.779279962,-4.651074633,-3.758384446,0.98
Oc1c(cc(cc1C)C)C,-0.78845736,0.631209754,54.98483258,42.68334316,6.299473958,2.317460038,-2.919087839,-3.739875287,0.91
Clc1c(ccc(c1)NC(=O)N(C)C)Cl,-1.103467151,0.530635909,137.5525674,46.27999161,7.000216029,3.086899973,-3.418617918,-3.875792136,0.95
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,-2.104134154,0.6014774,33.94223753,155.5172736,1.945370498,2.254999973,-2.294271639,-2.624765392,0.78
O=[N+](c1ccccc1)[O-],-1.386294361,0.868322649,50.13798492,56.41696522,3.562098658,2.117999978,-2.276202691,-3.117352288,0.66
Oc1cccc2cccnc12,-1.029619417,0.574039472,61.14575881,59.46887271,3.856563485,1.940399989,-2.58459177,-3.193813506,0.62
Sc1nc2ccccc2s1,0.17075492,0.492545185,110.6362343,16.78552955,3.128573607,2.585000008,-3.064389715,-2.998777433,0.9
CSc1ccc(O)cc1,-0.59161267,0.701414111,78.86562829,42.68334316,4.524735886,2.114099972,-2.521278662,-3.357142658,0.86
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-1.945910149,0.651593149,43.418485,112.8339304,3.55662235,2.549399972,-2.456735344,-3.115900939,0.77
O=C(O)c1ccccc1,-1.223775432,0.83091478,51.47668679,67.82827019,2.889960315,1.384800017,-1.990218904,-2.929988328,1
Nc1ccc2ccccc2c1S(=O)(=O)O,-1.570052386,0.517865872,67.64991811,116.3062295,2.062895737,1.668700065,-2.490874626,-2.666278433,0.78
CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,-2.536549883,0.354712398,135.0595346,106.6135755,10.0788791,4.397999913,-4.691211707,-4.404725044,0.94
[O-][N+](=O)c1ccccc1,-1.386294361,0.868322649,50.13798492,56.41696522,3.562098658,2.117999978,-2.276202691,-3.117352288,0.681241237
O=C(c1cc2ccccc2cc1O)Nc1ccccc1,-1.386294361,0.371425539,120.0316234,85.83902088,15.3240687,3.797699988,-4.280723274,-5.144596876,0.76
CNc1cccc(C)c1,-0.470003629,0.504023357,61.06889352,18.01075068,4.807788676,2.036719993,-2.409158396,-3.422667024,0.65
CC(CCl)OC(C)CCl,-0.595865058,0.517008912,101.6468233,10.99988789,5.170437494,2.257599972,-2.422399848,-3.503859603,0.85
S=C(NC1CCCCC1)NC2CCCCC2,-0.59161267,0.298714235,70.82186796,36.02150137,7.436448291,3.115900084,-3.570369996,-3.956985202,0.643452676
COc1ccc(N)c([N+](=O)[O-])c1,-1.757857918,0.651243353,50.06872303,100.3140406,1.394947962,1.708800033,-1.947449251,-2.411079152,0.82
O=C(c1c(cccc1)C(=O)OCCCCCCC)OCCCCCCC,-1.757857918,0.286063429,110.8392964,72.28962984,25.00430278,5.941000059,-4.854174439,-6.23043026,0.88
NC(c1ccccc1)C,-0.470003629,0.514657985,59.39201658,32.89718747,3.704343152,1.706299961,-2.082996896,-3.154667024,0.73
Nc1ccc(cc1)Cl,-0.341672975,0.613247744,83.31098804,32.89718747,4.524735886,1.922200024,-2.45080234,-3.357142658,0.72
C=CC(Cl)CCl,0.325988907,0.790039241,106.3900189,0,6.047242295,2.018599972,-2.238437262,-3.689114128,0.6
O=C(Nc1ccccc1)c1cc2ccccc2cc1O,-1.386294361,0.371425539,120.0316234,85.83902088,15.3240687,3.797699988,-4.280723274,-5.144596876,0.7
Cc1cc(C)c(O)c(C)c1,-0.78845736,0.631209754,54.98483258,42.68334316,6.299473958,2.317460038,-2.919087839,-3.739875287,0.73
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-2.302585093,0.488956579,39.23351682,169.2508957,5.563225779,3.289219983,-3.031093258,-3.588649143,0.99
BrC(Br)C(Br)Br,0.990284412,0.685712779,183.8163744,0,10.82975693,3.218200043,-4.384325398,-4.520859603,0.77
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,-1.757857918,0.232426738,133.5587684,72.28962984,38.91136237,7.993400082,-6.242201688,-7.467897271,0.86
O=[N+]([O-])c1cccc(c1)[N+](=O)[O-],-1.945910149,0.651593149,43.418485,112.8339304,3.55662235,2.549399972,-2.456735344,-3.115900939,0.77
N#CCCN(CCOC(=O)c1ccccc1)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,-2.174751721,0.236816594,172.5351845,160.0714647,13.84752098,6.110479955,-5.428067892,-4.951225736,0.83
O=[N+](c1ccc(cc1)N)[O-],-1.526056303,0.781490658,43.418485,89.31415269,1.815815156,1.700200036,-1.946277398,-2.577521857,0.65
ClC(Cl)=C,0.325988907,1.282089044,97.87984623,0,2.795455282,1.935199961,-1.860587353,-2.901961507,0.806179974
C[N+]1([O-])CCOCC1,-1.386294361,0.904443508,21.79255531,37.83602647,14.22171315,-0.038999975,0.643372214,2.541168672,1
Cc1c(ccc(c1)N)C,-0.470003629,0.533054072,55.2070484,32.89718747,4.807788676,1.885640077,-2.458223443,-3.422667024,0.8
Cc1cccc(c1)NC,-0.470003629,0.504023357,61.06889352,18.01075068,4.807788676,2.036719993,-2.409158396,-3.422667024,0.86
O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C,-1.945910149,0.601470251,45.95301674,112.8339304,5.013667543,2.857819989,-2.791564642,-3.469122047,0.9
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.610069793,0.521958223,9.184769766,203.8329127,0.330668039,0.549499989,-0.894731321,-1.805037424,0.97
O=[N+](c1ccc(cc1)C)[O-],-1.386294361,0.781490521,52.67251666,56.41696522,5.020169146,2.426419996,-2.600116605,-3.470573397,0.91
CC(C(=O)O)(Cl)Cl,-1.103467151,1.068298619,88.03236686,67.82827019,0.991242227,1.264799975,-1.542674051,-2.225611484,0.85
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-1.757857918,0.323376254,132.3046506,72.28962984,16.73873152,4.000500031,-4.132283333,-5.32129949,0.81
CCOP(=O)(OCC)SCc1ccccc1,-1.306087057,0.46197873,119.3947016,34.10647834,5.052569488,4.100899965,-3.148410106,-3.477792136,0.97
c1ccccc1,1.77636E-15,0.742081639,56.85748484,0,5.084671191,1.686599985,-2.244865315,-3.484921549,0.63
ClC=C(Cl)Cl,0.456221592,1.023886296,131.0528494,0,4.332228411,2.501699932,-2.305671654,-3.311400589,1
Cc1cscc1,0.33153148,0.742661403,68.06286194,0,2.502537091,2.05652003,-2.264900901,-2.811940925,0.72
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-1.103467151,0.530635909,137.5525674,46.27999161,7.000216029,3.086899973,-3.418617918,-3.875792136,0.93
O=C1NC(=C(C(=O)N1C(C)(C)C)Cl)C,-1.483262257,0.531772417,89.68728767,71.42491864,2.725341813,1.807000071,-2.287242512,-2.880860931,0.78
CCOCC,-0.78845736,0.871117585,26.83517829,10.99988789,0.639938413,1.042800017,-0.898192633,-2.029961507,0.61
O=C1N=C(N(C(=O)N1C2CCCCC2)C)N(C)C,-1.757857918,0.413689101,48.31252712,76.44832529,5.233784878,1.724100113,-2.897931892,-3.517746681,0.84
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,-1.757857918,0.467539504,70.19431245,135.6565404,5.83118709,2.236200064,-2.919455169,-3.644785102,0.72
O=C(OCC)C1CC(=O)C(C(=O)C1)=C(O)C2CC2,-1.945910149,0.413554729,44.19957619,129.1180121,0.165773562,1.319800064,-1.654523875,-1.637152996,0.78
Nc1ccccc1N,-0.78845736,0.616527514,43.418485,65.79437494,0.797685563,0.8510001,-1.474599062,-2.123132444,0.78
CC1=CC2CC1C(C(=O)O)C2C(=O)O,-1.757857918,0.534383264,25.84130737,135.6565404,1.569660512,0.984000072,-1.718440379,-2.482860931,0.74
N#Cc1ccc(O)cc1,-1.029619417,0.757756265,57.69231122,73.74269893,1.336309014,1.263879996,-1.920043206,-2.385988328,0.91
O=[N+](c1cc(ccc1)OC)[O-],-1.648658626,0.710446187,56.78822295,67.41685311,2.892526637,2.126599975,-2.264500243,-2.930742966,0.75
COc1nn(CSP(=S)(OC)OC)c(=O)s1,-1.668744018,0.464204902,148.937512,69.65287464,0.070808711,2.280599977,-2.279655812,-0.963900939,0.61
CC(C)c1ccc(N)cc1,-0.470003629,0.479001898,61.49772092,32.89718747,6.299473958,2.392200068,-2.658478232,-3.739875287,0.92
CCOP(=S)(OCC)SCCS(=O)(=O)CC,-1.412327538,0.481938982,121.7537824,58.15621258,0.382254494,2.451799973,-2.150978437,-1.848267332,0.7
OC(=O)c1cc2ccccc2c(c1O)N=Nc1ccc(cc1S(=O)(=O)O)C,-2.19799095,0.287704238,105.4653892,227.2466703,7.637649299,4.214120026,-4.716883978,-3.993629733,0.84
C1CN2CCN1CC2,-0.78845736,0.500553626,12.63422605,6.248627788,0.09880022,-0.382399946,-0.733660001,-1.544325023,0.85
Brc1c(Br)c(Br)c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,1.654411278,0.218456748,496.4631304,0,70.73676142,10.97860005,-12.81505471,-9.640514932,0.67
Cc1cc(=O)n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)[nH]1,-1.828011035,0.408842822,135.6603499,129.4439894,3.2803157,1.995100002,-3.114153508,-3.041164184,0.8
[O-][N+](=O)c1cc(ccc1N)OC,-1.757857918,0.651243353,50.06872303,100.3140406,1.394947962,1.708800033,-1.947449251,-2.411079152,0.79
Nc1c(cccc1)Cl,-0.341672975,0.620216324,83.31098804,32.89718747,4.524735886,1.922200024,-2.45080234,-3.357142658,0.93
O=C1C(=C(O)CC(C1)CC(C)SCC)C(=NOCC)CCC,-1.570052386,0.33753538,96.76089238,98.44689585,5.278543265,4.501900055,-3.416289343,-3.527508055,0.93
O=C(Oc1ccccc1C(C)CC)NC,-1.386294361,0.495600439,81.67781315,54.1555656,5.716081504,2.918300055,-3.031224735,-3.620832806,0.94
N#Cc2ccc(Oc1ccc(OC(C(=O)OCCCC)C)cc1)c(F)c2,-2.145100529,0.315414815,145.4755434,89.20394646,11.33789093,4.600279961,-4.496520971,-4.597178482,0.88
NC(=O)c1c(Cl)cccc1Cl,-0.881533642,0.67627645,121.6174685,58.0421145,6.153976469,2.092299923,-2.863074406,-3.710720958,1
Cc1ccc([N+](=O)[O-])cc1,-1.386294361,0.781490521,52.67251666,56.41696522,5.020169146,2.426419996,-2.600116605,-3.470573397,0.8
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-1.931318492,0.391320888,142.8668524,86.13289035,0.241316749,2.121799994,-1.979167388,-1.721240012,0.87
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,-1.664834776,0.354143654,74.61522856,71.23832877,18.27110808,5.552800044,-4.082168724,-5.504471673,0.6
O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C,-2.002466,0.297255023,162.962157,84.43746653,12.06644281,4.603899948,-4.724978564,-4.703678571,0.69
Cc1cc(Cl)ccc1N,-0.341672975,0.545780027,85.84551978,32.89718747,6.054882201,2.230620041,-2.763709741,-3.690667024,1
COc1ccc(N)c(c1)[N+]([O-])=O,-1.757857918,0.651243353,50.06872303,100.3140406,1.394947962,1.708800033,-1.947449251,-2.411079152,0.662757832
COP(=O)(OC(C(Br)(Cl)Cl)Br)OC,-1.399556035,0.569030654,208.5350666,41.0281086,5.558599224,3.651199952,-3.864453227,-3.587668175,0.93
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,-1.757857918,0.225237643,174.4200907,53.3933306,19.29678465,5.946999997,-6.086892552,-5.622810564,0.96
Cc1cc(N=Nc2cc(S(=O)(=O)O)c3cccc(S(=O)(=O)O)c3c2)ccc1Nc1nc(NCCO)nc(Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)cc2C)n1,-3.045835861,0.117873586,221.8358713,547.3603818,3.082286465,7.503839923,-8.472939236,-2.985644174,0.74
CC1=CC2CC1C(C2C(=O)O)C(=O)O,-1.757857918,0.534383264,25.84130737,135.6565404,1.569660512,0.984000072,-1.718440379,-2.482860931,0.74
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,1.393766376,0.213309052,500.5788366,10.99988789,54.66406305,11.10390005,-12.60526664,-8.623514932,0.9
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-2.184341952,0.284496863,99.57774369,74.02777226,5.936595731,4.594400026,-2.721730353,-3.666513027,0.612783857
NNC(N)=S,-0.878339612,1.017153849,45.47655057,83.5600814,2.124508151,-1.306700066,0.185381171,0.227569261,0.62
Cc1ccc(cc1)[N+]([O-])=O,-1.386294361,0.781490521,52.67251666,56.41696522,5.020169146,2.426419996,-2.600116605,-3.470573397,0.857332496
FC(N(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,-4.085275227,0.213832307,38.40872223,3.124313894,43.91041456,8.565499753,-8.833339012,-7.856493383,1.3
FC(F)(F)C(Cl)Cl,-1.95207681,1.216091866,86.05680416,0,5.850092444,2.352399923,-2.606828224,-3.648696435,1.15
Nc1cc(ccc1)O,-1.029619417,0.789119478,40.66173745,75.58053063,0.797685563,0.974400043,-1.619880515,-2.123132444,1.22
Oc1c(cc(c2c1cccc2)Cl)Cl,-0.595865058,0.485789908,137.8256673,42.68334316,14.02872991,3.852199964,-4.26667272,-4.975494615,1.19
c1cc(ccc1C)C,0,0.563164926,61.92654832,0,8.653404878,2.303440019,-2.842986629,-4.171667024,1.17
O=C1c2ccccc2(NS(=O)(=O)N1C(C)C),-1.687675916,0.482343493,71.77128271,87.3814372,2.416190766,1.207500007,-2.445755139,-2.784410102,1.32
O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC),-1.757857918,0.323376254,132.3046506,72.28962984,16.73873152,4.000500031,-4.132283333,-5.32129949,1.01
CN(Cc1ccccc1)C,-0.470003629,0.447200142,69.46527039,3.124313894,5.026004804,1.748200029,-2.260983557,-3.471875287,1.05
Oc1cccc(Cl)c1,-0.696790535,0.789123017,80.55424049,42.68334316,4.524735886,2.045599967,-2.596083794,-3.357142658,1.06
ClC(C(Cl)Cl)Cl,0.571431422,0.836226572,156.5945762,0,6.781410393,2.593799904,-2.818505713,-3.834114128,1.07
Clc1c(cccc1Cl)O,-0.595865058,0.701646383,113.7272436,42.68334316,7.445623726,2.698999949,-3.214477493,-3.958667024,1.23
O=C(N(c1c(cccc1CC)CC)COC)CCl,-1.336920277,0.412576153,122.0255841,39.26912881,10.12737117,2.987100013,-3.57047515,-4.412353086,1.12
O=S(=O)(O)c2ccc(O)c1ccccc12,-1.687675916,0.517865506,64.89317056,126.0923852,2.062895737,1.792100008,-2.636156079,-2.666278433,1.11
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,-1.284981199,0.710446668,116.4839912,56.41696522,9.672708093,3.424799941,-3.535137511,-4.340097763,1.06
CCC(C)c1ccc(O)cc1,-0.78845736,0.573884234,61.27550511,42.68334316,7.914435329,2.905700013,-3.032791136,-4.043260622,1.39
Cc1ccccc1C,-5.32907E-15,0.56341483,61.92654832,0,8.653404878,2.303440019,-2.842986629,-4.171667024,1.24
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-1.757857918,0.265630508,123.4206415,72.28962984,29.44590658,6.433000073,-5.376243699,-6.656408258,1.19
CN(C)CCN,-0.78845736,0.746127634,21.00416241,36.02150137,0.006533101,-0.493300006,-0.132539614,-1.149172402,1.2
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,-1.664834776,0.255066184,113.7062376,41.0281086,37.00135019,8.793500051,-6.015974085,-7.312873514,1.19
Clc1c(ccc(c1)N)Cl,-0.194414804,0.558449172,116.4839912,32.89718747,7.445623726,2.575600006,-3.069196039,-3.958667024,1.13
Oc1ccc2c(c1N=Nc1cc(c(cc1S(=O)(=O)O)Cl)C)cccc2,-1.858514283,0.310719472,144.0191904,159.4184001,9.116012592,5.169319976,-5.303132495,-4.249273521,1.07
Nc1ccc(Cl)cc1Cl,-0.194414804,0.557652888,116.4839912,32.89718747,7.445623726,2.575600006,-3.069196039,-3.958667024,1.33
CC(C)C1CCC(C)CC1O,-0.78845736,0.569973429,34.079208,42.68334316,6.262272027,2.439500056,-2.678006387,-3.732453202,1.041392685
Oc1cccc(c1)C,-0.78845736,0.789089364,49.91576911,42.68334316,3.456411422,1.700620003,-2.290597496,-3.089142658,1.03
O=C1N(N=C(C)C1)c2cc(c(cc2Cl)S(=O)(=O)O)Cl,-1.828011035,0.408842817,128.7186341,128.2187683,3.2803157,2.352699968,-3.173513633,-3.041164184,1.16
CCCCCCCCCCCCCCC,3.55271E-14,0.23269608,50.59932113,0,38.28491063,6.097500041,-4.639722885,-7.417480152,1.38
O=C(O)CNCP(=O)(O)O,-1.957951644,0.747853794,4.263508521,180.3659396,3.840039253,-1.204199925,0.541541935,0.72960181,1.4
O=C(c1ccccc1C(=O)OC)c1ccccc1,-1.526056303,0.413098204,118.0508173,61.28974195,11.50970967,2.704200022,-3.478739683,-4.622596302,1.01
O=c1ccc2ccccc2o1,-1.223775432,0.675730385,72.47781836,36.14481492,5.129380216,1.618799999,-2.479887233,-3.494813506,1.31
C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl,0.768347413,0.475662217,248.8942905,0,12.66263429,4.552299857,-4.37594674,-4.788459538,1.18
O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-],-1.945910149,0.601468205,45.95301674,112.8339304,5.013667543,2.857819989,-2.791564642,-3.469122047,1.34
COP1(=S)OCc2ccccc2O1,-1.306087057,0.390913704,114.6282581,20.76489076,1.468295743,2.466499965,-2.758337704,-2.441732538,1.29
O=C(c1c(cccc1)C(=O)OCCCCCCCC(C)C)OCCCCCCCC(C)C,-1.757857918,0.232426738,133.5587684,72.28962984,38.91136237,7.993400082,-6.242201688,-7.467897271,1.01
CCCCCCCCCCCCCCOS(=O)(=O)O,-1.687675916,0.40920469,46.87487427,91.95445585,20.91675226,4.506900038,-3.667541949,-5.803483602,1.04
Nc1c(ccc(c1)Cl)Cl,-0.194414804,0.557484847,116.4839912,32.89718747,7.445623726,2.575600006,-3.069196039,-3.958667024,1.24
